part_num,manufacturer,TNVED,concat_str,path_ds,id_path
CL21A226MPQNNNE,SAMSUNG,8532240000,CL21A226MPQNNNE SAMSUNG,M:\DataSheet\2bb17d9b-4ef4-11ed-96e6-f8bc12505841.pdf,2bb17d9b-4ef4-11ed-96e6-f8bc12505841
0603B104K500CT,WALSIN TECHNOLOGY CORPORATION,8532240000,0603B104K500CT WALSIN TECHNOLOGY CORPORATION,M:\DataSheet\73c2fea0-a4b3-11ee-96f7-f8bc12505841.pdf,73c2fea0-a4b3-11ee-96f7-f8bc12505841
C0402X7R331K500NTB,SHENZHEN EYANG TECHNOLOGY DEVELOPMENT CO. LTD.,8532240000,C0402X7R331K500NTB SHENZHEN EYANG TECHNOLOGY DEVELOPMENT CO. LTD.,M:\DataSheet\a304ecda-425d-11ee-96f2-f8bc12505841.pdf,a304ecda-425d-11ee-96f2-f8bc12505841
RADIATOR_V7 HXSPS28D,HOJET TECHNOLOGY CO  LTD,other,RADIATOR_V7 HXSPS28D HOJET TECHNOLOGY CO  LTD,M:\DataSheet\05906542-6a73-11ed-96e9-f8bc12505841.pdf,05906542-6a73-11ed-96e9-f8bc12505841
R04J-37PIJ,"SUNKYE INTERNATIONAL CO., LTD",8536699008,"R04J-37PIJ SUNKYE INTERNATIONAL CO., LTD",M:\DataSheet\8088c28d-b8f4-11ee-96f7-f8bc12505841.pdf,8088c28d-b8f4-11ee-96f7-f8bc12505841
LM2902MX/NOPB,TEXAS INSTRUMENTS,8542339000,LM2902MX/NOPB TEXAS INSTRUMENTS,M:\DataSheet\78eeb526-5956-11ee-96f4-f8bc12505841.pdf,78eeb526-5956-11ee-96f4-f8bc12505841
600S270JW250XT,KYOCERA,8532240000,600S270JW250XT KYOCERA,M:\DataSheet\7f46114b-bf80-11ee-96f7-f8bc12505841.pdf,7f46114b-bf80-11ee-96f7-f8bc12505841
LTC2207IUK#PBF,ANALOG DEVICES,8542399010,LTC2207IUK#PBF ANALOG DEVICES,M:\DataSheet\37f54e1a-f941-11ec-96e4-f8bc12505841.pdf,37f54e1a-f941-11ec-96e4-f8bc12505841
PG2L200H-6IFBB676,"SHENZHEN PANGO MICROSYSTEMS CO.,LTD",8542399010,"PG2L200H-6IFBB676 SHENZHEN PANGO MICROSYSTEMS CO.,LTD",M:\DataSheet\c5d9d1ee-3d87-11ee-96f2-f8bc12505841.pdf,c5d9d1ee-3d87-11ee-96f2-f8bc12505841
AD822ARZ,ANALOG DEVICES,8542339000,AD822ARZ ANALOG DEVICES,M:\DataSheet\6bae1929-3daf-11ee-96f2-f8bc12505841.pdf,6bae1929-3daf-11ee-96f2-f8bc12505841
ADM232LARZ,ANALOG DEVICES,8542399010,ADM232LARZ ANALOG DEVICES,M:\DataSheet\855bfdb0-9e4e-11ed-96ea-f8bc12505841.pdf,855bfdb0-9e4e-11ed-96ea-f8bc12505841
WLBD2012HCU310TH,WALSIN TECHNOLOGY CORPORATION,8504509500,WLBD2012HCU310TH WALSIN TECHNOLOGY CORPORATION,M:\DataSheet\641bd390-f615-11ed-96f1-f8bc12505841.pdf,641bd390-f615-11ed-96f1-f8bc12505841
LDFE400-48S12DCPX1-E,SUPLET,8504409100,LDFE400-48S12DCPX1-E SUPLET,M:\DataSheet\580d05a6-9a71-11ee-96f7-f8bc12505841.pdf,580d05a6-9a71-11ee-96f7-f8bc12505841
RC0201FR-070RL,YAGEO,8533100000,RC0201FR-070RL YAGEO,M:\DataSheet\4902b1a2-afad-11ee-96f7-f8bc12505841.pdf,4902b1a2-afad-11ee-96f7-f8bc12505841
LTK055HDHLM15,LEADTEKLCD,8524910090,LTK055HDHLM15 LEADTEKLCD,M:\DataSheet\dd071c04-a2fa-11ee-96f7-f8bc12505841.pdf,dd071c04-a2fa-11ee-96f7-f8bc12505841
MWSA0618S-1R5MT,SUNLORD,8504509500,MWSA0618S-1R5MT SUNLORD,M:\DataSheet\2c66ffd2-c5a3-11ee-96f7-f8bc12505841.pdf,2c66ffd2-c5a3-11ee-96f7-f8bc12505841
AD822ARZ-REEL7,ANALOG DEVICES,8542339000,AD822ARZ-REEL7 ANALOG DEVICES,M:\DataSheet\bca73c60-74a9-11ed-96ea-f8bc12505841.pdf,bca73c60-74a9-11ed-96ea-f8bc12505841
RFH1010J-AYH-MNB,RAYSTAR OPTRONICS,8524910090,RFH1010J-AYH-MNB RAYSTAR OPTRONICS,M:\DataSheet\757e9ac5-881d-11ed-96ea-f8bc12505841.pdf,757e9ac5-881d-11ed-96ea-f8bc12505841
AD8061ARTZ-REEL7,ANALOG DEVICES,8542339000,AD8061ARTZ-REEL7 ANALOG DEVICES,M:\DataSheet\924f9843-79ec-11ed-96ea-f8bc12505841.pdf,924f9843-79ec-11ed-96ea-f8bc12505841
AD820ARZ-REEL7,ANALOG DEVICES,8542339000,AD820ARZ-REEL7 ANALOG DEVICES,M:\DataSheet\f3e88d3d-2a02-11ed-96e6-f8bc12505841.pdf,f3e88d3d-2a02-11ed-96e6-f8bc12505841
MD160K28BD2,RUNAU SEMICONDUCTOR,8541100009,MD160K28BD2 RUNAU SEMICONDUCTOR,M:\DataSheet\7423f609-9d96-11ee-96f7-f8bc12505841.pdf,7423f609-9d96-11ee-96f7-f8bc12505841
MD160C28BD2,RUNAU SEMICONDUCTOR,8541100009,MD160C28BD2 RUNAU SEMICONDUCTOR,M:\DataSheet\7423f5ab-9d96-11ee-96f7-f8bc12505841.pdf,7423f5ab-9d96-11ee-96f7-f8bc12505841
ADM7170ACPZ-3.3-R7,ANALOG DEVICES,8542399010,ADM7170ACPZ-3.3-R7 ANALOG DEVICES,M:\DataSheet\5330e6a3-79ed-11ed-96ea-f8bc12505841.pdf,5330e6a3-79ed-11ed-96ea-f8bc12505841
LTC5552IUDB#TRMPBF,ANALOG DEVICES,8542399010,LTC5552IUDB#TRMPBF ANALOG DEVICES,M:\DataSheet\39a706b3-ccbd-11ee-96f7-f8bc12505841.pdf,39a706b3-ccbd-11ee-96f7-f8bc12505841
SRR3818A-2R2Y,BOURNS,8504509500,SRR3818A-2R2Y BOURNS,M:\DataSheet\0b924717-b6a9-11ee-96f7-f8bc12505841.pdf,0b924717-b6a9-11ee-96f7-f8bc12505841
3362S-1-102LF,BOURNS,8533401000,3362S-1-102LF BOURNS,M:\DataSheet\35feded7-b611-11ee-96f7-f8bc12505841.pdf,35feded7-b611-11ee-96f7-f8bc12505841
BC7VX690TABG1761I,BEIJING MICROELECTRONICS TECHNOLOGY INSTITUTE,8542399010,BC7VX690TABG1761I BEIJING MICROELECTRONICS TECHNOLOGY INSTITUTE,M:\DataSheet\791edab5-9266-11ee-96f7-f8bc12505841.pdf,791edab5-9266-11ee-96f7-f8bc12505841
FXO10.000M3.3SM7-100DFC62,CHIP SUN TECHNOLOGY,8542393000,FXO10.000M3.3SM7-100DFC62 CHIP SUN TECHNOLOGY,M:\DataSheet\5be8b417-41aa-11ee-96f2-f8bc12505841.pdf,5be8b417-41aa-11ee-96f2-f8bc12505841
DMN3018SFG-7,DIODES INCORPORATED,8541290000,DMN3018SFG-7 DIODES INCORPORATED,M:\DataSheet\2f606ce1-af89-11ee-96f7-f8bc12505841.pdf,2f606ce1-af89-11ee-96f7-f8bc12505841
NCP1014AP065G,ON SEMICONDUCTOR,8542399010,NCP1014AP065G ON SEMICONDUCTOR,M:\DataSheet\36270e54-55ed-11ed-96e8-f8bc12505841.pdf,36270e54-55ed-11ed-96e8-f8bc12505841
H11AG1M,ON SEMICONDUCTOR,8541420000,H11AG1M ON SEMICONDUCTOR,M:\DataSheet\fd937b50-a3f1-11ee-96f7-f8bc12505841.pdf,fd937b50-a3f1-11ee-96f7-f8bc12505841
BZX84C4V7LT1G,ON SEMICONDUCTOR,8541100009,BZX84C4V7LT1G ON SEMICONDUCTOR,M:\DataSheet\76be7b2f-7634-11ed-96ea-f8bc12505841.pdf,76be7b2f-7634-11ed-96ea-f8bc12505841
GRM32ER71H475KA88L,MURATA ELECTRONICS,8532240000,GRM32ER71H475KA88L MURATA ELECTRONICS,M:\DataSheet\d51dcd34-6989-11ed-96e9-f8bc12505841.pdf,d51dcd34-6989-11ed-96e9-f8bc12505841
BZX84C8V2LT1G,ON SEMICONDUCTOR,8541100009,BZX84C8V2LT1G ON SEMICONDUCTOR,M:\DataSheet\bead4296-5081-11ed-96e7-f8bc12505841.pdf,bead4296-5081-11ed-96e7-f8bc12505841
BQ40Z50RSMT-R2,TEXAS INSTRUMENTS,8542399010,BQ40Z50RSMT-R2 TEXAS INSTRUMENTS,M:\DataSheet\8419f174-aec9-11ee-96f7-f8bc12505841.pdf,8419f174-aec9-11ee-96f7-f8bc12505841
ASC100N1200MT4,"AST SHENZHEN TECHNOLOGY CO., LTD",8541290000,"ASC100N1200MT4 AST SHENZHEN TECHNOLOGY CO., LTD",M:\DataSheet\e5dfd559-dd8c-11ec-96e1-f8bc12505841.pdf,e5dfd559-dd8c-11ec-96e1-f8bc12505841
AD7243ARZ,ANALOG DEVICES,8542399010,AD7243ARZ ANALOG DEVICES,M:\DataSheet\a7298465-928f-11ee-96f7-f8bc12505841.pdf,a7298465-928f-11ee-96f7-f8bc12505841
ADUC831BSZ,ANALOG DEVICES,8542319010,ADUC831BSZ ANALOG DEVICES,M:\DataSheet\b6867dc2-95a2-11ed-96ea-f8bc12505841.pdf,b6867dc2-95a2-11ed-96ea-f8bc12505841
MPXV5004DP,NXP SEMICONDUCTORS,8542393000,MPXV5004DP NXP SEMICONDUCTORS,M:\DataSheet\7b56e348-aed6-11ee-96f7-f8bc12505841.pdf,7b56e348-aed6-11ee-96f7-f8bc12505841
SMEV-1550-B-06-L-10-FA,"SEAGNOL PHOTONICS CO., LTD",9013800000,"SMEV-1550-B-06-L-10-FA SEAGNOL PHOTONICS CO., LTD",M:\DataSheet\5f490a50-3a44-11ed-96e6-f8bc12505841.pdf,5f490a50-3a44-11ed-96e6-f8bc12505841
UM3243EEUS,UNION SEMICONDUCTOR,8542399010,UM3243EEUS UNION SEMICONDUCTOR,M:\DataSheet\b835fc1a-011f-11ee-96f1-f8bc12505841.pdf,b835fc1a-011f-11ee-96f1-f8bc12505841
MPXA6115AC6U,NXP,8542393000,MPXA6115AC6U NXP,M:\DataSheet\788733c3-b6ad-11ee-96f7-f8bc12505841.pdf,788733c3-b6ad-11ee-96f7-f8bc12505841
RC0201FR-07510KL,YAGEO,8533100000,RC0201FR-07510KL YAGEO,M:\DataSheet\52d0b551-b6a4-11ee-96f7-f8bc12505841.pdf,52d0b551-b6a4-11ee-96f7-f8bc12505841
HF165FD/12-HY1TF,HONGFA,8536490000,HF165FD/12-HY1TF HONGFA,M:\DataSheet\11459d20-922a-11eb-96d0-b8ca3a6d7094.pdf,11459d20-922a-11eb-96d0-b8ca3a6d7094
ABM8-12.000MHZ-B2-T,ABRACON,8541600000,ABM8-12.000MHZ-B2-T ABRACON,M:\DataSheet\1f7f7efd-b6a2-11ee-96f7-f8bc12505841.crdownload,1f7f7efd-b6a2-11ee-96f7-f8bc12505841
IT9507FN,ITE TECH. INC.,8542399010,IT9507FN ITE TECH. INC.,M:\DataSheet\3aec7a60-b43b-11ee-96f7-f8bc12505841.pdf,3aec7a60-b43b-11ee-96f7-f8bc12505841
TPS73501DRVR,TEXAS INSTRUMENTS,8542399010,TPS73501DRVR TEXAS INSTRUMENTS,M:\DataSheet\2e910b9b-b06c-11ee-96f7-f8bc12505841.pdf,2e910b9b-b06c-11ee-96f7-f8bc12505841
MT41K256M16TW-107AAT:P,MICRON TECHNOLOGY,8542323900,MT41K256M16TW-107AAT:P MICRON TECHNOLOGY,M:\DataSheet\73626973-17f3-11ed-96e4-f8bc12505841.pdf,73626973-17f3-11ed-96e4-f8bc12505841
MP2143DJ-LF-Z,MONOLITHIC POWER SYSTEMS,8542399010,MP2143DJ-LF-Z MONOLITHIC POWER SYSTEMS,M:\DataSheet\96509b4d-2879-11ed-96e6-f8bc12505841.pdf,96509b4d-2879-11ed-96e6-f8bc12505841
SN65HVD72DRBT,TEXAS INSTRUMENTS,8542399010,SN65HVD72DRBT TEXAS INSTRUMENTS,M:\DataSheet\904c1704-8a0d-11ee-96f7-f8bc12505841.pdf,904c1704-8a0d-11ee-96f7-f8bc12505841
LTC3130EMSE#TRPBF,ANALOG DEVICES,8542399010,LTC3130EMSE#TRPBF ANALOG DEVICES,M:\DataSheet\4b4e0cbf-a88b-11ed-96ed-f8bc12505841.pdf,4b4e0cbf-a88b-11ed-96ed-f8bc12505841
0402DF-901XJRW,COILCRAFT,8504509500,0402DF-901XJRW COILCRAFT,M:\DataSheet\2a032f59-81e2-11ed-96ea-f8bc12505841.pdf,2a032f59-81e2-11ed-96ea-f8bc12505841
ATS-FPX025025025-46-C2-R0,ADVANCED THERMAL SOLUTIONS INC,other,ATS-FPX025025025-46-C2-R0 ADVANCED THERMAL SOLUTIONS INC,M:\DataSheet\d94a4014-c5a8-11ee-96f7-f8bc12505841.pdf,d94a4014-c5a8-11ee-96f7-f8bc12505841
TC653CGVUA,MICROCHIP TECHNOLOGY,8542393000,TC653CGVUA MICROCHIP TECHNOLOGY,M:\DataSheet\3dd22af8-251c-11ed-96e5-f8bc12505841.pdf,3dd22af8-251c-11ed-96e5-f8bc12505841
VBUS05L1-DD1-G-08,VISHAY,8541100009,VBUS05L1-DD1-G-08 VISHAY,M:\DataSheet\b1afb1ec-a13c-11ed-96ed-f8bc12505841.pdf,b1afb1ec-a13c-11ed-96ed-f8bc12505841
EP4CE115F23I7N,ALTERA,8542399010,EP4CE115F23I7N ALTERA,M:\DataSheet\3bc48999-a0af-11ee-96f7-f8bc12505841.pdf,3bc48999-a0af-11ee-96f7-f8bc12505841
TEN 30-2412,TRACO POWER,8504409100,TEN 30-2412 TRACO POWER,M:\DataSheet\2dd2abba-7f6b-11ed-96ea-f8bc12505841.pdf,2dd2abba-7f6b-11ed-96ea-f8bc12505841
TEN 30-2412WIN,TRACO POWER,8504409100,TEN 30-2412WIN TRACO POWER,M:\DataSheet\e0c9e499-1a2f-11ee-96f2-f8bc12505841.pdf,e0c9e499-1a2f-11ee-96f2-f8bc12505841
RV-3028-C7 32.768KHZ 1PPM-TA-QC,MICROCRYSTAL,8542399010,RV-3028-C7 32.768KHZ 1PPM-TA-QC MICROCRYSTAL,M:\DataSheet\3cec1342-251f-11ed-96e5-f8bc12505841.pdf,3cec1342-251f-11ed-96e5-f8bc12505841
W25N512GVEIGS,WINBOND,8542326100,W25N512GVEIGS WINBOND,M:\DataSheet\4eafa174-9e62-11ee-96f7-f8bc12505841.pdf,4eafa174-9e62-11ee-96f7-f8bc12505841
KB-H23-15PF-COLOR,KINGBRITE,9001900009,KB-H23-15PF-COLOR KINGBRITE,M:\DataSheet\abd526e8-26fb-11ef-96f9-f8bc12505841.pdf,abd526e8-26fb-11ef-96f9-f8bc12505841
PHA-AR-220-55-140-1-PG,DECIGN,8536693000,PHA-AR-220-55-140-1-PG DECIGN,M:\DataSheet\57093f73-afbc-11ee-96f7-f8bc12505841.pdf,57093f73-afbc-11ee-96f7-f8bc12505841
TP-SDF-037-N900-95/NJ,DECIGN,8536693000,TP-SDF-037-N900-95/NJ DECIGN,M:\DataSheet\00fc59bc-b083-11ee-96f7-f8bc12505841.pdf,00fc59bc-b083-11ee-96f7-f8bc12505841
SKYPER 42 LJ R,SEMIKRON,8504909800,SKYPER 42 LJ R SEMIKRON,M:\DataSheet\2f366178-ba92-11ee-96f7-f8bc12505841.pdf,2f366178-ba92-11ee-96f7-f8bc12505841
ISO7230CDWR,TEXAS INSTRUMENTS,8542399010,ISO7230CDWR TEXAS INSTRUMENTS,M:\DataSheet\7d6ead19-b615-11ee-96f7-f8bc12505841.pdf,7d6ead19-b615-11ee-96f7-f8bc12505841
HI-8444PSI-10,HOLT INTEGRATED CIRCUITS INC.,8542399010,HI-8444PSI-10 HOLT INTEGRATED CIRCUITS INC.,M:\DataSheet\29d9686a-73eb-11ee-96f6-f8bc12505841.pdf,29d9686a-73eb-11ee-96f6-f8bc12505841
M30-6000646R,HARWINPLC,8536693000,M30-6000646R HARWINPLC,M:\DataSheet\04cd8666-b8f3-11ee-96f7-f8bc12505841.pdf,04cd8666-b8f3-11ee-96f7-f8bc12505841
171450-5102,MOLEX,8536693000,171450-5102 MOLEX,M:\DataSheet\caf70e5e-a61b-11ee-96f7-f8bc12505841.pdf,caf70e5e-a61b-11ee-96f7-f8bc12505841
TPS61175PWPR,TEXAS INSTRUMENTS,8542399010,TPS61175PWPR TEXAS INSTRUMENTS,M:\DataSheet\ba3ada9b-9664-11ed-96ea-f8bc12505841.pdf,ba3ada9b-9664-11ed-96ea-f8bc12505841
DM3C-SF,HIROSE ELECTRIC,8536693000,DM3C-SF HIROSE ELECTRIC,M:\DataSheet\53b2481b-afb9-11ee-96f7-f8bc12505841.pdf,53b2481b-afb9-11ee-96f7-f8bc12505841
256-401,WAGO KONTAKTTECHNIK GMBH,8536908500,256-401 WAGO KONTAKTTECHNIK GMBH,M:\DataSheet\f4213536-2462-11ed-96e5-f8bc12505841.pdf,f4213536-2462-11ed-96e5-f8bc12505841
phyCORE-i.MX6,PHYTEC TECHNOLOGIE HOLDING AG,8471500000,PHYCORE-I.MX6 PHYTEC TECHNOLOGIE HOLDING AG,M:\DataSheet\64912c1d-ae07-11ed-96ed-f8bc12505841.pdf,64912c1d-ae07-11ed-96ed-f8bc12505841
SMBJ10CA-TR,ST MICROELECTRONICS,8541100009,SMBJ10CA-TR ST MICROELECTRONICS,M:\DataSheet\84b4aef4-aea4-11ed-96ed-f8bc12505841.pdf,84b4aef4-aea4-11ed-96ed-f8bc12505841
SPF-5043Z,"QORVO, INC.",8542339000,"SPF-5043Z QORVO, INC.",M:\DataSheet\0eecb204-538f-11ed-96e7-f8bc12505841.pdf,0eecb204-538f-11ed-96e7-f8bc12505841
CDRH5D28NP-470NC,SUMIDA,8504509500,CDRH5D28NP-470NC SUMIDA,M:\DataSheet\d095dc5d-5aaf-11ed-96e8-f8bc12505841.pdf,d095dc5d-5aaf-11ed-96e8-f8bc12505841
A765EB397M0ELAE020,KEMET ELECTRONICS,8532220000,A765EB397M0ELAE020 KEMET ELECTRONICS,M:\DataSheet\c7111075-b6a9-11ee-96f7-f8bc12505841.pdf,c7111075-b6a9-11ee-96f7-f8bc12505841
C1608C0G1H101J080AE,TDK,8532240000,C1608C0G1H101J080AE TDK,M:\DataSheet\ac5539b5-aed0-11ee-96f7-f8bc12505841.pdf,ac5539b5-aed0-11ee-96f7-f8bc12505841
LT1994IMS8#TRPBF,ANALOG DEVICES,8542339000,LT1994IMS8#TRPBF ANALOG DEVICES,M:\DataSheet\09a4a847-9d78-11ee-96f7-f8bc12505841.pdf,09a4a847-9d78-11ee-96f7-f8bc12505841
WFCAP2103K100035BR,WEE TECHNOLOGY ,8532250000,WFCAP2103K100035BR WEE TECHNOLOGY ,M:\DataSheet\a96fa037-1126-11ef-96f7-f8bc12505841.pdf,a96fa037-1126-11ef-96f7-f8bc12505841
WFCAQ3474K150035BR,WEE TECHNOLOGY ,8532250000,WFCAQ3474K150035BR WEE TECHNOLOGY ,M:\DataSheet\64950129-95ad-11ee-96f7-f8bc12505841.pdf,64950129-95ad-11ee-96f7-f8bc12505841
WFCAQ2474K225000BR,WEE TECHNOLOGY ,8532250000,WFCAQ2474K225000BR WEE TECHNOLOGY ,M:\DataSheet\dc769754-9995-11ee-96f7-f8bc12505841.pdf,dc769754-9995-11ee-96f7-f8bc12505841
TMR 3-1221WIE,TRACO POWER,8504409100,TMR 3-1221WIE TRACO POWER,M:\DataSheet\a45a0937-a0a5-11ee-96f7-f8bc12505841.pdf,a45a0937-a0a5-11ee-96f7-f8bc12505841
CAS-T001-HNS-0316-B-3,DECIGN,8544429007,CAS-T001-HNS-0316-B-3 DECIGN,M:\DataSheet\45899647-b36d-11ee-96f7-f8bc12505841.pdf,45899647-b36d-11ee-96f7-f8bc12505841
CAS-T001-HNS-0316-B-2,DECIGN,8544429007,CAS-T001-HNS-0316-B-2 DECIGN,M:\DataSheet\458996ee-b36d-11ee-96f7-f8bc12505841.pdf,458996ee-b36d-11ee-96f7-f8bc12505841
CAS-T001-HNS-0316-B-1,DECIGN,8544429007,CAS-T001-HNS-0316-B-1 DECIGN,M:\DataSheet\3edbf24b-b36d-11ee-96f7-f8bc12505841.pdf,3edbf24b-b36d-11ee-96f7-f8bc12505841
LD39200PUR,ST MICROELECTRONICS,8542399010,LD39200PUR ST MICROELECTRONICS,M:\DataSheet\6d37eae7-402a-11ee-96f2-f8bc12505841.pdf,6d37eae7-402a-11ee-96f2-f8bc12505841
SPF5122Z,"QORVO, INC.",8542339000,"SPF5122Z QORVO, INC.",M:\DataSheet\1b56c995-0e45-11ed-96e4-f8bc12505841.pdf,1b56c995-0e45-11ed-96e4-f8bc12505841
WSLP0603R1000FEA,VISHAY,8533100000,WSLP0603R1000FEA VISHAY,M:\DataSheet\80ae0775-6a61-11ed-96e9-f8bc12505841.pdf,80ae0775-6a61-11ed-96e9-f8bc12505841
AD9833BRMZ-REEL7,ANALOG DEVICES,8542399010,AD9833BRMZ-REEL7 ANALOG DEVICES,M:\DataSheet\87175568-b5f7-11ee-96f7-f8bc12505841.pdf,87175568-b5f7-11ee-96f7-f8bc12505841
0430450427,MOLEX,8536693000,0430450427 MOLEX,M:\DataSheet\3a0f534d-9fec-11ee-96f7-f8bc12505841.pdf,3a0f534d-9fec-11ee-96f7-f8bc12505841
10501189-20-240,KAWEEI,8544429007,10501189-20-240 KAWEEI,M:\DataSheet\a27df727-a3e9-11ee-96f7-f8bc12505841.pdf,a27df727-a3e9-11ee-96f7-f8bc12505841
10501189-20-090,KAWEEI,8544429007,10501189-20-090 KAWEEI,M:\DataSheet\a27df6f3-a3e9-11ee-96f7-f8bc12505841.pdf,a27df6f3-a3e9-11ee-96f7-f8bc12505841
10501189-20-140,KAWEEI,8544429007,10501189-20-140 KAWEEI,M:\DataSheet\a9759187-a3e9-11ee-96f7-f8bc12505841.pdf,a9759187-a3e9-11ee-96f7-f8bc12505841
REF196GSZ-REEL,ANALOG DEVICES,8542399010,REF196GSZ-REEL ANALOG DEVICES,M:\DataSheet\8f64c8c1-2a07-11ed-96e6-f8bc12505841.pdf,8f64c8c1-2a07-11ed-96e6-f8bc12505841
RC0402FR-07180RL,YAGEO,8533100000,RC0402FR-07180RL YAGEO,M:\DataSheet\e3d32cd5-afb9-11ee-96f7-f8bc12505841.pdf,e3d32cd5-afb9-11ee-96f7-f8bc12505841
RC0402FR-0780R6L,YAGEO,8533100000,RC0402FR-0780R6L YAGEO,M:\DataSheet\a060b384-afac-11ee-96f7-f8bc12505841.pdf,a060b384-afac-11ee-96f7-f8bc12505841
RC0603FR-07169KL,YAGEO,8533100000,RC0603FR-07169KL YAGEO,M:\DataSheet\158ba350-b059-11ee-96f7-f8bc12505841.pdf,158ba350-b059-11ee-96f7-f8bc12505841
RC0402FR-0739KL,YAGEO,8533100000,RC0402FR-0739KL YAGEO,M:\DataSheet\3b350fd0-9aee-11ed-96ea-f8bc12505841.pdf,3b350fd0-9aee-11ed-96ea-f8bc12505841
RC0603FR-0739KL,YAGEO,8533100000,RC0603FR-0739KL YAGEO,M:\DataSheet\952a041b-b050-11ee-96f7-f8bc12505841.pdf,952a041b-b050-11ee-96f7-f8bc12505841
RC0603FR-071K6L,YAGEO,8533100000,RC0603FR-071K6L YAGEO,M:\DataSheet\531fd2ea-9aef-11ed-96ea-f8bc12505841.pdf,531fd2ea-9aef-11ed-96ea-f8bc12505841
RC0603FR-072K15L,YAGEO,8533100000,RC0603FR-072K15L YAGEO,M:\DataSheet\60907e00-b05a-11ee-96f7-f8bc12505841.pdf,60907e00-b05a-11ee-96f7-f8bc12505841
RC0603FR-0732K4L,YAGEO,8533100000,RC0603FR-0732K4L YAGEO,M:\DataSheet\9a1f0215-afa8-11ee-96f7-f8bc12505841.pdf,9a1f0215-afa8-11ee-96f7-f8bc12505841
RC0603FR-073K16L,YAGEO,8533100000,RC0603FR-073K16L YAGEO,M:\DataSheet\f4cce959-afc8-11ee-96f7-f8bc12505841.pdf,f4cce959-afc8-11ee-96f7-f8bc12505841
RC0603FR-07715RL,YAGEO,8533100000,RC0603FR-07715RL YAGEO,M:\DataSheet\59352913-afc7-11ee-96f7-f8bc12505841.pdf,59352913-afc7-11ee-96f7-f8bc12505841
RC0603FR-07866RL,YAGEO,8533100000,RC0603FR-07866RL YAGEO,M:\DataSheet\3b616b8e-a32f-11ee-96f7-f8bc12505841.pdf,3b616b8e-a32f-11ee-96f7-f8bc12505841
RC0603FR-07130KL,YAGEO,8533100000,RC0603FR-07130KL YAGEO,M:\DataSheet\060f7978-afc3-11ee-96f7-f8bc12505841.pdf,060f7978-afc3-11ee-96f7-f8bc12505841
RC0603FR-0762KL,YAGEO,8533100000,RC0603FR-0762KL YAGEO,M:\DataSheet\91404149-afa7-11ee-96f7-f8bc12505841.pdf,91404149-afa7-11ee-96f7-f8bc12505841
CC0603KRX7R6BB105,YAGEO,8532240000,CC0603KRX7R6BB105 YAGEO,M:\DataSheet\3ad7b4d2-afb0-11ee-96f7-f8bc12505841.pdf,3ad7b4d2-afb0-11ee-96f7-f8bc12505841
RC0603FR-0712K7L,YAGEO,8533100000,RC0603FR-0712K7L YAGEO,M:\DataSheet\a337a80a-b055-11ee-96f7-f8bc12505841.pdf,a337a80a-b055-11ee-96f7-f8bc12505841
GRM21BR71A106KE51L,MURATA ELECTRONICS,8532240000,GRM21BR71A106KE51L MURATA ELECTRONICS,M:\DataSheet\adbd8180-4bc8-11ee-96f3-f8bc12505841.pdf,adbd8180-4bc8-11ee-96f3-f8bc12505841
PMEG2005CT,NEXPERIA,8541100009,PMEG2005CT NEXPERIA,M:\DataSheet\780f1966-a31e-11ee-96f7-f8bc12505841.pdf,780f1966-a31e-11ee-96f7-f8bc12505841
LTC2217IUP#TRPBF,ANALOG DEVICES,8542399010,LTC2217IUP#TRPBF ANALOG DEVICES,M:\DataSheet\4d956e57-c242-11ed-96ed-f8bc12505841.pdf,4d956e57-c242-11ed-96ed-f8bc12505841
TP-PCS-103-Q396-99,DECIGN,8536693000,TP-PCS-103-Q396-99 DECIGN,M:\DataSheet\05751d86-b5ca-11ee-96f7-f8bc12505841.pdf,05751d86-b5ca-11ee-96f7-f8bc12505841
TP-PCR-103-Q396-99,DECIGN,8536693000,TP-PCR-103-Q396-99 DECIGN,M:\DataSheet\547e801a-b5ce-11ee-96f7-f8bc12505841.pdf,547e801a-b5ce-11ee-96f7-f8bc12505841
TP-PCR-104-Q396-99,DECIGN,8536693000,TP-PCR-104-Q396-99 DECIGN,M:\DataSheet\44cdfc1c-8de7-11ee-96f7-f8bc12505841.pdf,44cdfc1c-8de7-11ee-96f7-f8bc12505841
TBU-CA085-300-WH,BOURNS,8541590000,TBU-CA085-300-WH BOURNS,M:\DataSheet\7592fdb9-b6a7-11ee-96f7-f8bc12505841.pdf,7592fdb9-b6a7-11ee-96f7-f8bc12505841
CX2047LNLT,PULSE ELECTRONICS,8504318007,CX2047LNLT PULSE ELECTRONICS,M:\DataSheet\1cb02e62-9fc0-11ee-96f7-f8bc12505841.pdf,1cb02e62-9fc0-11ee-96f7-f8bc12505841
MR4A16BCYS35R,EVERSPIN,8542329000,MR4A16BCYS35R EVERSPIN,M:\DataSheet\bedcd738-c603-11ec-96e1-f8bc12505841.pdf,bedcd738-c603-11ec-96e1-f8bc12505841
ADM705ARZ-REEL,ANALOG DEVICES,8542399010,ADM705ARZ-REEL ANALOG DEVICES,M:\DataSheet\4c5b3363-723a-11ed-96ea-f8bc12505841.pdf,4c5b3363-723a-11ed-96ea-f8bc12505841
